project_code,band_predictions,probabilties
2017.1.00661.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.731558136889082e-11, 0.26318637409701373, 0.0007262314434515343, 2.4371070763613656e-06, 0.6930696259496532, 0.042965965824700525, 4.8203552216699775e-05, 1.1591127535872471e-06, 2.8958129491925897e-09]"
2023.1.00515.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.474751823594618e-07, 0.10749762545081669, 0.019745230322734297, 0.0006220785520645216, 0.4894359678460498, 0.3804533036942136, 0.0017752519266448585, 0.00046330785964737665, 6.88687264427467e-06]"
2016.1.00978.S,"[1, 10, 9, 5, 7, 4, 3, 8, 6]","[2.405428787698027e-05, 0.15975994517574577, 0.12522059393854534, 0.0173035406463572, 0.37518878669264366, 0.06546991485714519, 0.25271394345912457, 0.003939732062204512, 0.0003794888803560745]"
2017.1.01247.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[4.084508763886448e-09, 0.17213722381479898, 0.0011613263894338323, 5.052092047671331e-05, 0.649842224060906, 0.17644765338638796, 0.00034218648289621723, 1.8603906378969723e-05, 2.5695420961114603e-07]"
2015.1.00059.S,"[1, 10, 9, 5, 4, 8, 3, 7, 6]","[7.82608682066996e-07, 0.11540417733375054, 0.008338952634489463, 0.0013445832412304016, 0.5124498661869283, 0.35199620724129427, 0.009613847685351591, 0.0008184981958402503, 3.308487243426544e-05]"
2016.2.00117.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.0868454659590944e-08, 0.11616581376261087, 0.017136983506877788, 0.0010138569007688278, 0.5968395875211847, 0.2671002351786747, 0.0016499323861780297, 9.298024528145698e-05, 5.996299675872114e-07]"
2016.1.01404.V,"[1, 10, 5, 9, 4, 8, 7, 3, 6]","[9.386674334383746e-08, 0.15546111572874052, 0.0009455715675729722, 9.531595259881216e-05, 0.7817336855745004, 0.06014828151217243, 0.0012549886042715972, 0.00035657513861295573, 4.372054788995506e-06]"
2016.2.00027.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.217071980962194e-08, 0.24468518947608212, 0.02485599510485623, 0.0008303817943944312, 0.3767368331229898, 0.3517536573757583, 0.000910502985240477, 0.0002248265034852201, 2.5814664693463607e-06]"
2012.1.00333.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[4.0074851735393565e-09, 0.2720415335336268, 0.001886832585463019, 0.00013298374455357676, 0.5764416757360905, 0.14857441493598297, 0.0008906928466872992, 3.157864587509044e-05, 2.839642386069124e-07]"
2018.A.00061.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.8647919571947508e-07, 0.47710260294980844, 0.003609847732400734, 0.0003121296744252154, 0.43967747161468157, 0.07596941694346658, 0.003190121259251374, 0.00012545788464813585, 1.2765462123767967e-05]"
2023.1.01340.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.6880665920021194e-08, 0.07180871489586413, 0.012272055437641193, 0.0005811767375706287, 0.562916655822521, 0.35021747808569026, 0.0019216774325502045, 0.00028005103506095524, 2.1536724354552475e-06]"
2022.1.01356.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.9367512543176986e-08, 0.4238717407675739, 0.013559676396057822, 0.0006041720082553844, 0.4425177266805637, 0.11321111446365094, 0.0061016245063126385, 0.00013222293759881012, 1.682872469791942e-06]"
2017.1.00737.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[1.7948164089395275e-09, 0.1739081827039605, 0.0012445678707512587, 7.153193495740634e-05, 0.3430979943866141, 0.48055188387571063, 0.0010947577328886198, 3.0988826648753974e-05, 9.087365166378391e-08]"
2017.1.01145.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.2437591903674395e-08, 0.38461570422890057, 0.006428035459175434, 0.00025024771265076055, 0.5252375690146373, 0.08208083983169712, 0.0012399721176814627, 0.00014489747955894944, 2.7117181097288356e-06]"
2016.1.00161.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[2.105996056156128e-06, 0.10038529296513603, 0.026888278785485734, 0.002138980343500264, 0.41175284193253286, 0.4513381890171934, 0.005722372282862907, 0.0017262101843260672, 4.572849290632286e-05]"
2019.1.01071.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.9879828967157993e-08, 0.025921170438278324, 0.002881015606260189, 0.0003677320671668116, 0.6141629078001906, 0.3558548356748151, 0.0006060376982939266, 0.00020478482631982326, 1.4860088446633847e-06]"
2016.1.00864.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.58668986736635e-10, 0.66739751207061, 0.00350045363783728, 2.95563376776518e-05, 0.2771117682248947, 0.05157633512969815, 0.00038122451961500423, 3.113403440469216e-06, 3.641755669499547e-08]"
2019.1.00251.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[9.92878627894647e-08, 0.027732934137512186, 0.004564829424698535, 0.000781800148836071, 0.7684594730003373, 0.19552926816221922, 0.00273881342425501, 0.0001884232603702148, 4.359153911663975e-06]"
2016.1.00121.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[7.961119239937822e-10, 0.4639602232370044, 0.002547943210242679, 2.843161719291506e-05, 0.4616777666193931, 0.07133975810107743, 0.00044013757153422094, 5.652283040301277e-06, 8.656440405802877e-08]"
2021.1.00889.V,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[7.4664887438451355e-06, 0.299975890582922, 0.04381089171749089, 0.006945206323922559, 0.49396084228471404, 0.14219444274007886, 0.010378712886967236, 0.0024656246210001376, 0.00026092235415533545]"
2023.1.00802.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.2895298083070095e-09, 0.17798761419930076, 0.00260706545733116, 0.00015316805625164103, 0.7279845915019042, 0.08971685916312266, 0.001543868553950561, 6.56744691034198e-06, 2.623316948886635e-07]"
2013.1.00952.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.729167102481612e-10, 0.4474077661942969, 0.002837094810433821, 1.8150369499319973e-05, 0.4466356364939047, 0.10235331161692628, 0.000742101994455884, 5.9048575442557465e-06, 3.349002142987908e-08]"
2017.1.00586.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[5.351895248921235e-10, 0.4062043803095406, 0.002489661020457309, 7.36743609381689e-05, 0.4135989566161341, 0.17548107046719205, 0.002136712467286742, 1.5474580688709456e-05, 6.96425732535046e-08]"
2013.1.00806.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[9.567831442704666e-08, 0.2781827500867011, 0.007656968112084511, 0.00036675556848795736, 0.5606143252082927, 0.1521446090322254, 0.0009092833749233588, 0.00012208752655896884, 3.125412410319232e-06]"
2012.1.00543.S,"[1, 10, 5, 9, 4, 8, 7, 3, 6]","[3.9662310535754985e-10, 0.4478806642399031, 0.0007715840363029749, 1.4809304361318622e-05, 0.45517672472180254, 0.09510555346031976, 0.0009772988611395914, 7.332322137494687e-05, 4.1758174604804664e-08]"
2017.1.00696.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.2554340777111018e-08, 0.21500322827315002, 0.0335990162590049, 0.00022022926483210566, 0.5209812725771493, 0.22950428697892522, 0.0006158760492629169, 7.460000467862344e-05, 1.4780386597703443e-06]"
2018.1.00167.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.7971638216139594e-07, 0.2294943117543501, 0.00921757225145599, 0.0015847888428718409, 0.4695556068688291, 0.28808103386219214, 0.0017469265705562286, 0.00031178419551277975, 7.795937846694289e-06]"
2019.1.01329.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[3.5618071600988252e-09, 0.6456693021155602, 0.02535805746471558, 0.00015431014249128278, 0.2733988547498554, 0.05380426061443679, 0.0015988718977731713, 1.6088040097565184e-05, 2.5141326055681e-07]"
2023.1.00032.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.7775692112646426e-08, 0.6510545791665353, 0.005679229846095601, 0.0002241627566251171, 0.25511833624288377, 0.08691056073786976, 0.0009443479813480149, 6.799968661994682e-05, 7.658063261314576e-07]"
2015.1.01125.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[4.8419625127241404e-08, 0.39102844015783605, 0.004408421189717972, 0.00016332441755394434, 0.5216197006328913, 0.08007831056657869, 0.0026217494424874703, 7.67287451813834e-05, 3.276428128798223e-06]"
2016.1.01269.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.053652236439944e-08, 0.42940045660529613, 0.005023160120224514, 0.0002850741043643483, 0.5128433475623666, 0.05055969914475048, 0.0018466934186835864, 4.096323300800629e-05, 5.952747835003339e-07]"
2019.1.01642.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.9780177121400647e-09, 0.3894900279524156, 0.008473342584979907, 0.0003104691910592291, 0.36687822327098674, 0.23235573977410254, 0.002450363363014585, 4.1349123462452555e-05, 4.817619599026988e-07]"
2012.1.00602.S,"[1, 10, 9, 5, 4, 8, 7, 6, 3]","[3.683102627392399e-07, 0.4213509921838669, 0.029218519321405012, 0.0011791053380803287, 0.37806594346204503, 0.11542004646848966, 0.05429971347473313, 0.0004489539074287256, 1.6357533690537536e-05]"
2016.1.01155.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[4.6006403112050917e-10, 0.5414156040278894, 0.0028489733904313924, 2.9347073067237735e-05, 0.4061960356411235, 0.04917971441599271, 0.0003246206632854776, 5.6484927201990545e-06, 5.583542546015144e-08]"
2016.1.01530.S,"[1, 10, 9, 5, 4, 8, 3, 6, 7]","[8.225510188374246e-08, 0.06253558492285902, 0.0016633949439060997, 0.0002882446714762798, 0.4251303382311223, 0.5078892846952456, 0.0023252408172114987, 0.00016479097770808355, 3.0384853674931504e-06]"
2017.1.00075.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[1.2056320082938806e-08, 0.03202123282258224, 0.004003391658318649, 0.00014446809355019605, 0.24587672701961755, 0.7167333332284156, 0.0011475343149570038, 7.250200206193515e-05, 7.988041712693966e-07]"
2016.1.00383.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[6.160856820159075e-10, 0.14927341092648527, 0.0015833343808368935, 5.877665645675337e-05, 0.6834459846370711, 0.16534692406000245, 0.000281466965340458, 1.00338283770731e-05, 6.792934585536092e-08]"
2013.1.01193.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.0221164618898212e-09, 0.24561475282937037, 0.0013361088997020894, 3.067687106479518e-05, 0.6637313281668441, 0.08908102741784804, 0.000197490372414383, 8.506912936345378e-06, 1.0750770559113336e-07]"
2019.2.00015.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[3.163053938206957e-08, 0.39238907130800826, 0.0027326338823709983, 0.00025321491300932833, 0.5183969909012259, 0.08334705814595308, 0.0028303569482310506, 4.870015611073508e-05, 1.942114549792534e-06]"
2017.1.01358.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[7.250367843701052e-07, 0.27407114765367957, 0.030332018132977888, 0.0038302244245823664, 0.4459688220489837, 0.1250096991770536, 0.12009035086952471, 0.0006732331504121998, 2.3779506003120684e-05]"
2018.1.00500.S,"[1, 10, 9, 5, 4, 8, 3, 7, 6]","[6.208766000741523e-08, 0.018637698655938898, 0.004628627825875712, 0.0007400095320226894, 0.6715887431647587, 0.2965188668496861, 0.007684554127143537, 0.0001932999631472209, 8.137793767786494e-06]"
2018.1.00492.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.7594053961711485e-09, 0.0907159116927098, 0.0014616140977099655, 5.033498329574487e-05, 0.8626441510020553, 0.045021484232053544, 9.320916413498686e-05, 1.3212426531456952e-05, 8.064209765279803e-08]"
2021.1.00055.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.0655690831985244e-09, 0.34346208123488686, 0.00665269987799413, 0.00012846499225439804, 0.5881615567464619, 0.059056043624679824, 0.0025272729090415136, 1.1675556970024332e-05, 2.0199214343834952e-07]"
2015.1.00147.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[8.923323928493524e-09, 0.2608451890866263, 0.002044782327807284, 0.00011024845323314916, 0.5169414902150412, 0.2197944213330174, 0.0002389000186983791, 2.4576579201712538e-05, 3.8306304544696084e-07]"
2013.1.00658.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[7.130195597328647e-07, 0.053610924233217935, 0.011795516424790415, 0.0021911165516322567, 0.6071210589852482, 0.3213446919854357, 0.003416462390366539, 0.0005026362838402293, 1.688012590651305e-05]"
2022.1.00276.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.6282661167594036e-09, 0.1608110081839399, 0.0006383149371341366, 3.024950508892877e-05, 0.8080109428968286, 0.030023288384871418, 0.00047544347438205966, 1.0552504427487275e-05, 1.9848506431513084e-07]"
2016.1.01504.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.091938484508165e-09, 0.09270396851491548, 0.0017029989011091, 4.2994203925647184e-05, 0.602895817897305, 0.3021337286670957, 0.0004935031085279154, 2.6827184209379608e-05, 1.6043097170790547e-07]"
2021.1.00313.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[3.973663641827873e-07, 0.48010710121832006, 0.0029530363118881776, 0.00045906696260757975, 0.2590516727502203, 0.25439632823523894, 0.0026279916366818883, 0.0003917513536720392, 1.2654165009211306e-05]"
2013.1.00916.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.172957652781448e-09, 0.36745774611928383, 0.0019447131636198367, 8.000473377444404e-05, 0.4111097312057903, 0.21836439180127182, 0.0010258440533581212, 1.738930054806494e-05, 1.7844939589022982e-07]"
2012.1.00437.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.832531019156159e-08, 0.0692074035021029, 0.007388143048336792, 0.00044060917554823834, 0.7217149613686529, 0.19870072344634873, 0.0025039681376368213, 4.2517195122709446e-05, 1.655800941167502e-06]"
2022.1.00578.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.5185077641442477e-07, 0.4400337708279076, 0.019741520418118223, 0.0011158856227120532, 0.3162812712098838, 0.21557121108519947, 0.007035969648638954, 0.00021109740377591002, 9.021932989359915e-06]"
2023.1.00229.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[4.769759835473176e-09, 0.484970221777495, 0.0175851905404289, 0.00021149406356793017, 0.39023801607723435, 0.10362770668269963, 0.0033430387717092017, 2.3904506326955095e-05, 4.2281077759250894e-07]"
2017.1.00753.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[6.102678976941759e-09, 0.6885833755392885, 0.005453316059400251, 0.0002491178617057538, 0.2574369766219991, 0.04723454532592253, 0.0010047339887574672, 3.716777493207499e-05, 7.607253177687287e-07]"
2016.1.00380.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[4.048355607285822e-09, 0.26299637356890976, 0.0007929242226264333, 0.00010396614587087933, 0.6213714877869977, 0.11433168144346177, 0.0003939918095999908, 9.176231491778508e-06, 3.947426893097016e-07]"
2018.1.00531.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.849692609331459e-10, 0.1151964277597041, 0.0002482153117130008, 1.2977053163444051e-05, 0.8162312812995849, 0.06827285657588819, 3.509038236401603e-05, 3.117398429997532e-06, 3.3934183601589666e-08]"
2016.1.00297.S,"[1, 10, 9, 8, 5, 4, 3, 7, 6]","[3.0348347082021172e-05, 0.19743425382846025, 0.17772443073628333, 0.026755866566766425, 0.3538839219039384, 0.21627855488942527, 0.019534341170490622, 0.007353864324963229, 0.0010044182325876793]"
2017.1.00541.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[6.849851752796709e-10, 0.21594557163181233, 0.004435583905191451, 0.00015707869146839123, 0.7239758606303693, 0.0541622054627162, 0.0013174080996220057, 6.213622342765772e-06, 7.727149305127155e-08]"
2016.1.00517.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.616430961345426e-07, 0.2615928187899145, 0.014778200517802464, 0.0011073849308638353, 0.5232468393366559, 0.19543569887561713, 0.0032160165095510306, 0.0006033000846936567, 1.937931180204724e-05]"
2021.2.00096.S,"[1, 10, 9, 5, 8, 3, 4, 7, 6]","[7.119762363437404e-05, 0.057147085898608264, 0.07396409558276983, 0.0478562648995955, 0.43527493754830127, 0.3176585339990426, 0.05297108413210037, 0.013812744755699822, 0.0012440555602508667]"
2016.1.00596.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.9656344707562937e-10, 0.48624801476322976, 0.0019716885790961244, 1.993316923346106e-05, 0.393644429192528, 0.11628310925295585, 0.0018283135027266774, 4.341605709221236e-06, 1.6963795738743256e-07]"
2016.1.00761.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.948027569506313e-06, 0.11499077879421195, 0.03046078695180007, 0.0035411624382557195, 0.5406887418645223, 0.2976472401223384, 0.010774018841762368, 0.0018495303112430295, 4.57926482952847e-05]"
2021.2.00121.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[5.254520528046169e-09, 0.521820243355622, 0.0030453208587025576, 0.0001300959362726135, 0.3892372967678603, 0.08299524917480845, 0.0027324091732508753, 3.87307554287768e-05, 6.487235324871103e-07]"
2011.0.00259.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.0722309377180303e-09, 0.14359953397965572, 0.007130010013755015, 0.00034007836265503166, 0.6041659137652363, 0.2439777007658807, 0.0006800235924931921, 0.0001064803531333853, 2.56094960771714e-07]"
2022.1.01705.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.0057839490632492e-09, 0.5180580854931053, 0.04433481931545974, 0.00032721134194316356, 0.2987014198817138, 0.13507262125058772, 0.0034937915862024256, 1.1951917120077806e-05, 9.820808673853487e-08]"
2016.1.00924.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[9.214844259407281e-10, 0.2935752993606992, 0.0009647732947956094, 5.418327468820474e-05, 0.6185017996152727, 0.08603902221710948, 0.0008537814340688256, 1.1007692833654376e-05, 1.3218904615053996e-07]"
2021.1.01567.V,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.0481816896811643e-08, 0.20860141771193216, 0.002071058888848485, 0.00014985858257477388, 0.7059248115941389, 0.08259998297900362, 0.0005623111883617541, 8.95197593645721e-05, 1.018813965544581e-06]"
2021.A.00020.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[6.3911598557182066e-09, 0.3581410573526253, 0.004445945760711265, 0.00018507953723058282, 0.4628581835870539, 0.171929492514048, 0.0023796530364655717, 5.991597236822936e-05, 6.658483341947436e-07]"
2012.1.00536.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.5451294946465703e-09, 0.260938531458996, 0.004959701154796688, 0.00011808940177938504, 0.39437422127183713, 0.3375693979259719, 0.0020233434740535915, 1.6464906182481033e-05, 2.488612518416366e-07]"
2019.1.01337.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[1.7801843524595927e-07, 0.05961590870140535, 0.01002616620569348, 0.000767828343939078, 0.3292207042512002, 0.5986483157388546, 0.0014141245893282371, 0.0003006033024521575, 6.170848690986711e-06]"
2013.1.00196.S,"[1, 10, 9, 5, 8, 4, 6, 3, 7]","[5.2057494325619065e-08, 0.28673856748773136, 0.0476548703649071, 0.0027651909515859774, 0.2578662354704239, 0.39956425022917913, 0.0052218117475879055, 0.00018434125295256048, 4.680438136635517e-06]"
2013.1.00308.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[5.526611493224301e-10, 0.2966716307856136, 0.0020412847769156013, 5.545473997606179e-05, 0.5719400548746169, 0.12891494313422353, 0.00036776633105452863, 8.782942346193916e-06, 8.186259275692638e-08]"
2021.1.00776.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[9.954355676386118e-09, 0.41753527161343246, 0.006656498572749721, 0.00016991472396732434, 0.4931446770153233, 0.07823669588031566, 0.004151432865171967, 0.00010460774554949058, 8.916291296903102e-07]"
2016.1.01456.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.7964734050338638e-10, 0.05976693595835243, 0.0009180353229053354, 1.79039171038329e-05, 0.7691563155080627, 0.16999561139813013, 0.00013200598951415622, 1.3168031665870658e-05, 2.3694616286540438e-08]"
2013.1.00122.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[5.491038805916725e-08, 0.42226157196473196, 0.014486617202006143, 0.0005070865162190033, 0.43874699297469627, 0.11899118254667496, 0.004772189242440141, 0.00022989635902048125, 4.4082838258765214e-06]"
2021.1.01323.S,"[1, 10, 9, 5, 4, 8, 7, 6, 3]","[2.5636511414983175e-08, 0.34917655990776103, 0.006354933691445016, 0.0009511114667104074, 0.3426021671014066, 0.2649529540762121, 0.035665581812480585, 0.00029370455198146866, 2.961755489577991e-06]"
2017.1.01249.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.5990738931415322e-09, 0.3746544740716447, 0.004363462260593629, 0.00014801445157721965, 0.5343622929832126, 0.08527592124273957, 0.0011648947023729797, 3.064185503141556e-05, 2.958337527722157e-07]"
2016.2.00147.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[4.033520981547793e-09, 0.6670596515906971, 0.00558128878904291, 0.0001226840609883367, 0.2637416014136749, 0.061417630060866306, 0.0020531705375591487, 2.348755564059456e-05, 4.819580128965341e-07]"
2015.1.00294.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.337924598190274e-09, 0.6934679050447303, 0.009331866080514853, 0.00044861770909798444, 0.17501723581708162, 0.12057803005280719, 0.0011424516203603417, 1.3776138482218023e-05, 1.1619900164144222e-07]"
2016.1.01285.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[2.499940309768419e-10, 0.32003157039489677, 0.0008241653432369254, 3.948471587694404e-05, 0.48938373670246393, 0.18831775740292653, 0.0013799363881832607, 2.3260820842403655e-05, 8.798158064379982e-08]"
2022.1.01695.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.802761718206234e-09, 0.06612083702163238, 0.0037774400150936403, 0.00018616464672618202, 0.4951851134076004, 0.43420452021759187, 0.00042423359361445353, 0.00010136601009055853, 3.222848956657348e-07]"
2016.1.00862.T,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.485648939881219e-07, 0.4708785628250432, 0.009044903265480466, 0.0012660811991635854, 0.46019674558599816, 0.054154299930130136, 0.0041848451622195125, 0.00026621729728301945, 8.096169787005256e-06]"
2015.1.00228.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[6.67330754613091e-10, 0.5689305162934746, 0.005910117785068772, 0.00010492639942031867, 0.3375069738448179, 0.08504039214730721, 0.0024938659465032938, 1.3037161687217877e-05, 1.6975439079005374e-07]"
2018.1.01276.S,"[1, 10, 9, 8, 5, 4, 3, 6, 7]","[9.229818817625536e-08, 0.03907150880063267, 0.01311451515857335, 0.005182836981914529, 0.3605937126523292, 0.5773289767493531, 0.004188066016397291, 0.0005036546440282938, 1.6636698583939236e-05]"
2015.1.00326.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[7.519158759546747e-07, 0.3410176792018691, 0.01921653344884979, 0.003970644460905739, 0.3624172676993378, 0.2630801719491288, 0.009515402974108796, 0.0007481221012846726, 3.342624863849228e-05]"
2019.1.01272.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.015507152826584e-07, 0.20715484841548512, 0.01017561647532812, 0.0006170904086367921, 0.6631856276547325, 0.11759266267512533, 0.0011486156647260296, 0.00011936495800280598, 5.8721972447552316e-06]"
2011.0.00727.S,"[1, 10, 8, 9, 5, 4, 3, 6, 7]","[6.34759780926146e-06, 0.029837633562808934, 0.018002880510242316, 0.005791603451976685, 0.1831089502680979, 0.755646499005466, 0.003383273596768701, 0.004065146350191016, 0.0001576656566415769]"
2015.1.00190.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[5.319001728826303e-08, 0.21366351348972593, 0.007491727184194272, 0.00040948428216402153, 0.5607947421897793, 0.21371149506678536, 0.0037488599038004626, 0.00017648602289250422, 3.6386706460964385e-06]"
2011.0.00467.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[5.900731992610189e-10, 0.4874568033583786, 0.003542467822508123, 0.00011358984533588666, 0.42673318054213055, 0.08176259854973969, 0.0003839029081468767, 7.39131734654032e-06, 6.506633876622876e-08]"
2022.1.00853.V,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.0995820038361097e-07, 0.25772212971790015, 0.003267572475314411, 0.00023753641563065522, 0.6850190109062777, 0.05239214127181604, 0.001132536309679151, 0.00022523658112323224, 3.726364054675559e-06]"
2015.1.01415.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.393243104044763e-10, 0.0813006364227576, 0.0006333920179567225, 1.8322804760730327e-05, 0.7271237120585154, 0.19085479063843705, 6.163333539641643e-05, 7.4965575970853205e-06, 1.6025255021845633e-08]"
2017.1.01020.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[9.65146088972797e-09, 0.5729972113762981, 0.018420654737422628, 0.00012689037977907505, 0.2904511964200854, 0.11639994779617413, 0.0015841948884591107, 1.9165330550616742e-05, 7.294197689771829e-07]"
2017.1.00797.V,"[1, 10, 5, 9, 4, 8, 7, 3, 6]","[3.8760691966945917e-07, 0.22905638024597244, 0.002270044253687397, 0.0002966252660803797, 0.7130319189982217, 0.05220293625324144, 0.0025347040529009163, 0.0005965736122848706, 1.042971068998382e-05]"
2018.1.01123.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.027970150399769e-09, 0.36354429439080277, 0.0014076164934444053, 3.6171533183957126e-05, 0.5721037826145354, 0.06234211690258551, 0.0005532969064640731, 1.2647488465709573e-05, 7.26425483739304e-08]"
2017.1.00433.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[6.738995123839322e-10, 0.4661017779479698, 0.0015155455834626856, 2.8667971737734114e-05, 0.4168210401963242, 0.11496208678391563, 0.0005543278959588776, 1.6456911546947675e-05, 9.603518130192554e-08]"
2017.1.01647.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.7194018502851164e-09, 0.3232349819332831, 0.004737649938605722, 0.00010869678837568845, 0.35595600539738315, 0.314656758173769, 0.0012836789911355917, 2.2060583435663902e-05, 1.6647461279307148e-07]"
2021.1.01058.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[1.358328458797973e-08, 0.09798467329982066, 0.009546987204640138, 0.0005807422781911331, 0.37206656527559234, 0.5163711668253538, 0.002922899945962393, 0.0005256890949878965, 1.2624921650775933e-06]"
2023.1.00737.S,"[1, 10, 9, 8, 5, 4, 6, 3, 7]","[4.237992471028025e-07, 0.3204789872976018, 0.014154716387246552, 0.010430822082869646, 0.10044329613510242, 0.5506543356142127, 0.00343527055037444, 0.0003803130759026758, 2.183505744419339e-05]"
2017.1.01280.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.9823005590785687e-09, 0.3528424202928816, 0.0029772594506971223, 0.00010565204095977042, 0.36789388528391775, 0.27522406504122465, 0.0009040527269129319, 5.246023943514526e-05, 2.0194166714462273e-07]"
2013.1.00694.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[9.104929626474793e-08, 0.06739349283854137, 0.0033991861016915673, 0.0008542586559745301, 0.5047260677749961, 0.421716841859773, 0.001663284274995307, 0.00024238706019505152, 4.390384537190917e-06]"
2018.1.00312.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.115180742944084e-09, 0.4327920564634325, 0.0027282222214011008, 3.32239651757886e-05, 0.47730615435845014, 0.08672142982637875, 0.0004113175107138082, 7.483518314306993e-06, 1.1102095112436117e-07]"
