project_code,band_predictions,probabilties
2017.1.00271.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.2810206409602675e-09, 0.6022488239772739, 0.0045338831598082385, 3.44611158413664e-05, 0.3263858777820213, 0.0664007059996363, 0.00038497283022820755, 1.1145180112873066e-05, 1.2867405706305848e-07]"
2019.1.01639.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.0524715554158413e-09, 0.05501091582505309, 0.0008126942346818333, 2.865716207928368e-05, 0.7269112758177521, 0.2170664352492752, 0.00015846701760289085, 1.1477519728398346e-05, 7.612135730885567e-08]"
2012.1.00857.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.0444327662332842e-07, 0.08225396652712497, 0.011505774731280092, 0.0009419582725587731, 0.5845329952854168, 0.3167755584057034, 0.003616630247043608, 0.00036658080150381035, 6.431286090823803e-06]"
2013.1.00525.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.449415135887476e-09, 0.309898107725171, 0.0028280117626127634, 0.000146560555397441, 0.6377364433396848, 0.04775916009610395, 0.0015773598182538403, 5.41337489490616e-05, 2.195044112963072e-07]"
2018.1.01142.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[7.142399967846326e-10, 0.47377767925359265, 0.005143308976750568, 9.996261818379483e-05, 0.44768308483054436, 0.0724332452889328, 0.0008529601295166112, 9.62096429223313e-06, 1.3722394400549313e-07]"
2018.1.00473.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.0680270313124295e-08, 0.5272098293847439, 0.012729402256260593, 0.00033058756375685736, 0.35411969308441626, 0.10264793269752072, 0.002857509471078194, 0.00010380439943010647, 1.2204625239334757e-06]"
2019.2.00044.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[3.5301787225944268e-09, 0.2004909414314505, 0.0006899326642021106, 4.09971297387553e-05, 0.7623281987098695, 0.03546585567542501, 0.000958019645445391, 2.5578585203690744e-05, 4.7262848608175173e-07]"
2019.1.01031.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.3923809557344637e-08, 0.3263757822441616, 0.005384976832307387, 0.0004440181922240338, 0.5864419904243533, 0.08052414980326449, 0.0007696381436440736, 5.7731469009715424e-05, 1.6889672231438769e-06]"
2019.1.00008.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.799000447579473e-09, 0.40627460707955265, 0.003020324476265464, 0.0001104273751362697, 0.5309357859603122, 0.058441499038410165, 0.001209163290747964, 8.067943303402633e-06, 1.230372745547385e-07]"
2013.1.00437.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.1869806276321963e-09, 0.1472570484620438, 0.003012675801462007, 0.00011032129311977123, 0.6899815945307992, 0.15895356140069195, 0.000655151498940628, 2.9424972360546503e-05, 2.1985360103893216e-07]"
2022.1.01220.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[4.766963160900354e-05, 0.22565876309107377, 0.10422511366901406, 0.029135038527576654, 0.31448434075756715, 0.21683991931015936, 0.099491195832589, 0.009353971083559712, 0.0007639880968528748]"
2017.1.01401.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[4.15253151314719e-08, 0.22035737774494638, 0.011337198904001443, 0.0006332951558960838, 0.4658846176026581, 0.2983702461271031, 0.0031490670983710823, 0.0002652946066773734, 2.861235032643085e-06]"
2018.1.01559.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[6.459075971720663e-07, 0.31189254674469014, 0.01614353085546459, 0.0017889968837695566, 0.3594895647074471, 0.2541196454391454, 0.05528776379285608, 0.0012473596610914734, 2.99460079416968e-05]"
2013.1.01202.S,"[1, 10, 5, 9, 4, 8, 3, 7, 6]","[2.7816698965263146e-08, 0.14899983146075407, 0.003930240813214825, 0.0002133126992136459, 0.6347106147882472, 0.17488605063304538, 0.03466911913557849, 0.0025894741979060713, 1.3284553422651025e-06]"
2022.1.00477.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.1004500749919322e-09, 0.01789849180439771, 0.0030347804258699864, 0.0005812408790870294, 0.598586509056742, 0.37915742177021006, 0.0006770862720074675, 6.429664224542391e-05, 1.7204899297850713e-07]"
2021.1.00347.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.7630150460785736e-08, 0.4429193694664497, 0.005286997625734091, 0.0003099685147479475, 0.4507921705417146, 0.09943120492777831, 0.001205539670439745, 5.337928292401321e-05, 1.342340058331832e-06]"
2013.1.01241.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.66619618343536e-09, 0.30163142557902883, 0.01069249869811635, 0.0002946781211546498, 0.4914441080835726, 0.19373423165539574, 0.0021884735714561183, 1.4307244926800421e-05, 2.743801543107623e-07]"
2018.1.00663.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[8.494590746790032e-08, 0.7256163881112283, 0.02858069308132469, 0.0014920755122751442, 0.18848137105915821, 0.04518173742649531, 0.010474229727419536, 0.00016825998783270664, 5.160148360189246e-06]"
2012.1.00781.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.7581161195602667e-09, 0.10790308633316546, 0.0022587159088999346, 6.610067874401785e-05, 0.7214496609548255, 0.16804288340072468, 0.0002628928588941835, 1.6549143909267607e-05, 1.0896271949826272e-07]"
2021.1.00327.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[4.274425969726784e-08, 0.6343921320410898, 0.02893084962139483, 0.00040368803586141077, 0.23775131499391586, 0.08378387667455572, 0.014574304305970235, 0.00016217206154955536, 1.61952140304762e-06]"
2019.2.00178.S,"[1, 10, 9, 8, 5, 4, 3, 6, 7]","[2.080236985442547e-06, 0.03915945558465338, 0.0074672583662962495, 0.005781109228655248, 0.20387411473169967, 0.7388649378823444, 0.0038059354165100724, 0.0009472612849331343, 9.784726791904308e-05]"
2015.1.00500.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[6.495145175155529e-10, 0.09172659704022049, 0.0012887304169151644, 5.927850611459004e-05, 0.7827032384095989, 0.12367866591352213, 0.0005301820035275361, 1.3224543898881541e-05, 8.251668698570365e-08]"
2012.1.00932.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.589471544194289e-10, 0.2657217641544029, 0.00047088901266721477, 1.2999017941004482e-05, 0.6414860564669579, 0.09198577687918295, 0.0003188111288080958, 3.6730963044225455e-06, 3.008478572045652e-08]"
2013.1.00518.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.1644215598087698e-09, 0.11396713916559273, 0.0016162817460803878, 2.8235167013458598e-05, 0.7519008651515169, 0.13232474902144514, 0.00014816058532469834, 1.4477222429815957e-05, 9.07761744653673e-08]"
2022.1.01536.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[6.396830474813003e-08, 0.07886246362856851, 0.005800501543116141, 0.0008261755020975735, 0.7886144735473356, 0.12484927032932627, 0.0009218848305290996, 0.00012092421500735496, 4.242435719990966e-06]"
2013.1.00114.S,"[1, 10, 9, 8, 5, 4, 3, 6, 7]","[5.377542907594131e-09, 0.057672665373165885, 0.01666569506361692, 0.0005709578863356243, 0.3764151538277908, 0.5483087528185036, 0.00025971355556762723, 0.00010637841271755408, 6.776847565171541e-07]"
2019.1.00183.V,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[5.4797241009858436e-08, 0.18617678147754751, 0.0023534313279010622, 0.00014442448226313268, 0.7376073786967035, 0.07311089394510364, 0.000545407046508786, 5.9908938868867473e-05, 1.7192878596157511e-06]"
2016.1.01010.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[8.955155278670755e-08, 0.3808998014718449, 0.005769888745974561, 0.0004504204850855457, 0.46059596508046563, 0.1494833241683317, 0.0025575325918258123, 0.00023902559477474315, 3.952310142361317e-06]"
2015.1.01003.S,"[1, 10, 5, 9, 8, 4, 3, 7, 6]","[5.043954537887404e-08, 0.2661969331476613, 0.011347674747364587, 0.0004271260991737304, 0.41948779472095543, 0.29777914260437954, 0.0039176592182034176, 0.0008404906474762645, 3.128375243344962e-06]"
2016.1.01090.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.2478347529891262e-09, 0.560576386634502, 0.008670116503148995, 0.00015403564874229004, 0.3161325231148644, 0.11313168089432027, 0.0013190745091642422, 1.6051748496895394e-05, 1.2969892203697927e-07]"
2021.1.00531.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[8.303986976515964e-07, 0.10515479474406922, 0.01112247323135396, 0.0019151123417715588, 0.7138406913237249, 0.16206574750934633, 0.00501110384845092, 0.000860774274546956, 2.847232804061618e-05]"
2013.1.00740.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[9.472821167624314e-10, 0.6011265229485934, 0.0018689823494804395, 8.058031227016065e-05, 0.2540487911044777, 0.1422684905636102, 0.0005909180281752716, 1.5649145623930576e-05, 6.460049281360557e-08]"
2019.2.00125.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.717583927361794e-09, 0.3471583320527282, 0.004606573815593801, 0.0001371324676211832, 0.4906373153155682, 0.15616238592430468, 0.0012519108887202376, 4.617333928996733e-05, 1.744785904648044e-07]"
2016.1.00608.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[5.248612299880077e-09, 0.03805177613616148, 0.005246454507942692, 0.0001641268038943114, 0.6649778093674527, 0.2908260402216151, 0.0006819036624707559, 5.1511147154609e-05, 3.729046945262171e-07]"
2021.1.00075.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.0975479429721851e-08, 0.5952642412059531, 0.015531019992912523, 0.0005847898865682934, 0.24894095954315193, 0.1344117764115372, 0.005189366180916359, 7.691152855760579e-05, 9.242749242832437e-07]"
2023.1.00681.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[7.898665525945982e-08, 0.24792425036016993, 0.007198838234497718, 0.0009185573387259616, 0.43568174735355475, 0.3039874963239165, 0.0041071133578047415, 0.00017813871726502748, 3.7793274068073775e-06]"
2019.1.00156.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.124340698235474e-08, 0.7439187795248033, 0.016541057423526857, 0.0003212225520027889, 0.15219331645430512, 0.08514252285578221, 0.0018501677313999625, 3.2232617559089986e-05, 6.895972152769203e-07]"
2021.1.00547.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.8988472621729114e-08, 0.6606731236516855, 0.008976263535823406, 0.0004241396464207556, 0.26673805859095606, 0.06026341730052568, 0.002864665977955949, 5.913934761342478e-05, 1.1729605417262657e-06]"
2016.1.01236.S,"[1, 10, 5, 9, 8, 4, 7, 3, 6]","[3.4588764881053095e-09, 0.26417788922201596, 0.0012379720008612836, 5.1703414763549626e-05, 0.6582591309599941, 0.07526443536382925, 0.0009542042592238029, 5.4324498500402616e-05, 3.3682193660203497e-07]"
2011.0.00064.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[5.01624611332584e-10, 0.623184543097695, 0.0035245062681123662, 7.225074700274137e-05, 0.2689632363191663, 0.10325951997246248, 0.000989954768634378, 5.910261312725017e-06, 7.80639848575816e-08]"
2015.1.01289.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[3.979759635386679e-09, 0.5216106775979983, 0.002592718611403267, 5.725104839835952e-05, 0.41092607745746523, 0.06449385136148515, 0.0002850626818851255, 3.4114077524047375e-05, 2.4318407412556294e-07]"
2021.2.00056.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.8439725119268744e-07, 0.48839688336908554, 0.006055386939318499, 0.0005567920113755908, 0.396172132443225, 0.10504419677214703, 0.003260610115450288, 0.000507603327145706, 6.210625001316101e-06]"
2019.1.00327.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[1.4294503133508541e-08, 0.07571472254428441, 0.004892363631602504, 0.0004671412369396374, 0.09015449058432125, 0.8265276912070157, 0.002219638672622404, 2.301110630238235e-05, 9.267224082353875e-07]"
2013.1.00803.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[7.298018371921618e-10, 0.38732891319971013, 0.0023848411043049995, 8.742178641666428e-05, 0.5010070063914389, 0.10860807899969258, 0.0005572351367371549, 2.6382357177547846e-05, 1.2029471910680823e-07]"
2016.1.00694.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[8.937044570484781e-10, 0.47726776080734756, 0.0022298605183577727, 8.50427901334337e-05, 0.34782049731970804, 0.17170526234262348, 0.0008818815247427916, 9.627182803115735e-06, 6.662057654717192e-08]"
2019.1.01701.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[6.469548521896445e-08, 0.03977290039856796, 0.005462629232181398, 0.0007236028285003296, 0.5820352915086167, 0.3696864729778336, 0.0020155576559927457, 0.00029909293864241243, 4.387764181411958e-06]"
2019.1.00171.S,"[1, 10, 9, 8, 5, 4, 3, 7, 6]","[6.915434125639472e-09, 0.04513132875527868, 0.004616544008935518, 0.0017887005346614684, 0.4872596766280216, 0.45976805222834494, 0.0012984922304840921, 0.00013660513413006855, 5.935647095425234e-07]"
2022.1.01626.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.9131339970694345e-08, 0.33759942870625725, 0.008120479020770429, 0.0003805849129843172, 0.5781419019608576, 0.07378957719521773, 0.0019045360819172894, 6.065349928508518e-05, 2.809491369975487e-06]"
2012.1.00698.S,"[1, 10, 9, 8, 5, 4, 3, 7, 6]","[8.078456192057464e-07, 0.052052158773097906, 0.012089923180017222, 0.005238077993988347, 0.4859422382018405, 0.4376907102621293, 0.004607229164047483, 0.002338070811998262, 4.0783767262103094e-05]"
2019.1.01710.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.2038809556429393e-10, 0.10947180095342611, 0.001121252217840729, 1.6885279465919812e-05, 0.7274451440097895, 0.16187004138311367, 6.742397362148055e-05, 7.430353526688412e-06, 2.170882512276683e-08]"
2016.1.00938.T,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.113064826392905e-08, 0.08304464861095216, 0.010375008048050248, 0.0003767074979156967, 0.6266122614588218, 0.27855164772008173, 0.0009650139393620254, 7.330009356748406e-05, 1.4015006009452156e-06]"
2013.1.00149.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.8917774708510924e-06, 0.2799814373737365, 0.1017244071967714, 0.0022927461998168974, 0.43740161932339133, 0.16977814986121353, 0.00756070837233688, 0.0011977437007404293, 6.129619452046517e-05]"
2012.1.00952.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.0949513699422556e-08, 0.7278039640946966, 0.0215032951043442, 0.0006568379011232362, 0.16451492101620813, 0.08423367794951689, 0.0012314701337675722, 5.418803863730066e-05, 1.624812197292523e-06]"
2015.1.01133.S,"[1, 10, 9, 5, 4, 8, 7, 6, 3]","[4.943488310184585e-09, 0.6059030770556962, 0.010273659044739642, 0.000350861297166453, 0.2082748623157733, 0.1646492092602001, 0.010499941773282064, 4.757653520329043e-05, 8.077744474236845e-07]"
2022.1.01660.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[7.017761139685919e-07, 0.1489248819481414, 0.007661688192925223, 0.0012030572627406938, 0.5256969237071965, 0.3084462957511278, 0.007307731232538022, 0.0007320195872644158, 2.6700541946954664e-05]"
2012.1.00039.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.758055182049442e-06, 0.6873783689339126, 0.04129428467685526, 0.0019747593766376316, 0.17319876874375803, 0.08400956363431661, 0.011286268230947725, 0.0007953418624556792, 5.988648593260628e-05]"
2018.1.01208.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.2223973146697794e-08, 0.07353981351488943, 0.0016836570819176242, 0.00011712815634986129, 0.8049325014771294, 0.11951218329494565, 0.00017849692444525658, 3.549510457443587e-05, 7.12221776580713e-07]"
2021.1.01705.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.87530389229408e-08, 0.09190935730852011, 0.008648472595151694, 0.00019816385832131827, 0.6256613552796835, 0.2725121396256046, 0.0009649118913313184, 0.00010451920580790762, 1.0614825418818104e-06]"
2019.1.00837.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[5.29618833713897e-09, 0.09437945781849177, 0.003337126906432901, 0.00013694838792484206, 0.44357557868768416, 0.4581884510966298, 0.00032794612351698046, 5.399222489018013e-05, 4.934582397388248e-07]"
2015.1.01471.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[4.112333340667064e-08, 0.09335363841482303, 0.0088724788545285, 0.0016679862907251653, 0.3253698607208264, 0.5687522692825191, 0.001808205502241536, 0.0001725974742711352, 2.9223367345419956e-06]"
2016.1.01223.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.6980943094917678e-09, 0.3527121069686326, 0.004592828133371161, 0.00020887231855379765, 0.436273026825836, 0.20266541633503402, 0.003512054820335765, 3.529337216910237e-05, 3.9752797481962995e-07]"
2016.1.00583.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.670551613061728e-08, 0.24104640911003256, 0.0021091289109341754, 0.00037057602915936726, 0.49702494224097854, 0.25868905578688256, 0.0006999845556296628, 5.908174610284548e-05, 7.949147700144986e-07]"
2022.1.01742.S,"[1, 10, 5, 9, 8, 4, 3, 6, 7]","[8.556881856250576e-07, 0.0351692074033472, 0.007106083420551054, 0.0011603261931698082, 0.2817480576825935, 0.6716191481221442, 0.0016621179371517536, 0.0015073023367791916, 2.690121607992194e-05]"
2021.2.00079.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[4.463212257900807e-09, 0.6421271619423674, 0.004825879171009195, 0.0001254386675779709, 0.29332790661280966, 0.058144220597433745, 0.001417437345466772, 3.170026720210115e-05, 2.509329147140087e-07]"
2022.1.01270.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.7328454305896947e-10, 0.18829936100948222, 0.0015954371176344136, 3.1012651018782496e-05, 0.6387304023880934, 0.17109578618471646, 0.00023960255387335866, 8.299023439068711e-06, 9.869845626134099e-08]"
2017.1.01056.S,"[1, 10, 9, 8, 5, 4, 3, 7, 6]","[2.817177506532997e-07, 0.23102818010922221, 0.007963941855732909, 0.001315107072720543, 0.4061115399512433, 0.35191035449694075, 0.0013148829904442608, 0.00034896512453075346, 6.746681411314552e-06]"
2012.1.00105.S,"[1, 10, 9, 5, 4, 8, 7, 6, 3]","[2.4374341741994433e-08, 0.41774338552933443, 0.0018059211395727755, 9.200302862932194e-05, 0.40804063336664975, 0.17044472112520517, 0.0018127039376602053, 5.931050039412925e-05, 1.2969982122926227e-06]"
2019.1.01615.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[8.441772055382634e-07, 0.3725974635678815, 0.04700139305274064, 0.0021618562227332075, 0.34275971429089, 0.21022118515312133, 0.02455214210531584, 0.0006707893952680165, 3.461203484276653e-05]"
2022.1.00834.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[6.575128001591609e-09, 0.08063988836555992, 0.0008965891729742885, 6.966467497368311e-05, 0.7507484072768865, 0.16707571828428175, 0.0005213962315869578, 4.7950779271694265e-05, 3.786393379181036e-07]"
2019.1.00097.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.6378365855517733e-09, 0.14685042962964356, 0.004519427961087316, 8.718550989286407e-05, 0.6392526009930593, 0.20870955536449515, 0.0005550268934241114, 2.55829316981041e-05, 1.89078868394979e-07]"
2022.1.00887.S,"[1, 10, 5, 9, 8, 4, 3, 6, 7]","[1.3153468327958748e-07, 0.05542073573100311, 0.007830110750684138, 0.00023841994616638926, 0.38922726277123487, 0.5458735799195399, 0.0009748936947374957, 0.00042863391830770336, 6.231733648492703e-06]"
2016.1.00620.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[8.95920127678651e-10, 0.23689309041649786, 0.0011390737526564669, 4.0856431805093184e-05, 0.7031460032462546, 0.05850007695283145, 0.0002701267176361089, 1.068500481191143e-05, 8.65815848552006e-08]"
2018.A.00022.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.1304721716275394e-09, 0.4057901486120885, 0.002551053698376411, 0.00010651910851864416, 0.4682751096463086, 0.12202600942714087, 0.0012349356253413192, 1.6083942136438466e-05, 1.388096238764962e-07]"
2015.1.01599.S,"[1, 10, 8, 9, 5, 4, 3, 6, 7]","[7.371699986575445e-06, 0.055589299374020386, 0.0309365707965517, 0.01516375983466175, 0.06867048313417903, 0.8137038272867638, 0.004404734244061237, 0.011281283462978112, 0.00024267016679882584]"
2021.1.00869.L,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.9536557430334584e-07, 0.5575786434837765, 0.013746009017475589, 0.00039860862051244536, 0.35267336926135057, 0.07329628009348219, 0.001990547708329418, 0.0003097033761182224, 6.643073384622912e-06]"
2015.1.00942.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.8587211187409622e-09, 0.7441851011019953, 0.01536734129492178, 0.00010073812111869214, 0.18393292189212992, 0.0471319645439009, 0.009271146527252729, 1.066749740396551e-05, 1.1716255247949835e-07]"
2012.1.00919.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.1293664412140543e-09, 0.5437782832730501, 0.00527409450701235, 0.00011640306104744901, 0.27676712144595284, 0.17253805669147648, 0.0015060060270842982, 1.9804902477707195e-05, 2.289625394529886e-07]"
2016.1.00595.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.552137851766426e-09, 0.08847519243721036, 0.0022336725683749403, 0.00018090274345690589, 0.8406557686731908, 0.06796007120234149, 0.0004757843881947645, 1.839448691450016e-05, 2.1094817601308274e-07]"
2016.1.01019.S,"[1, 10, 9, 8, 5, 4, 3, 7, 6]","[7.982051070136577e-08, 0.17394131856407324, 0.1522285249538091, 0.0014255441486285406, 0.40545734171934905, 0.2660190197865447, 0.0005753679251435257, 0.000346366119320385, 6.4369626236636605e-06]"
2016.1.00074.S,"[1, 10, 9, 8, 5, 4, 7, 3, 6]","[7.285765029506155e-08, 0.2960344123213887, 0.015341244359183515, 0.0011336221297012122, 0.4751591211747694, 0.2112714246391933, 0.0008480369093587658, 0.00020151058511264127, 1.0555023640874228e-05]"
2019.2.00133.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[4.698556101791984e-09, 0.5449241744639224, 0.001471658039105282, 8.058691707459266e-05, 0.4291578301186596, 0.02402218440619309, 0.00032819040679011094, 1.5135883059430382e-05, 2.3506663978608028e-07]"
